time,Roll,Pitch,Yaw,TimeSec,dRoll,dPitch,dYaw,dTime,Speed,Running
17:46:48.515,-115.25,4.36,6.0,64008.515,-145.59,37.22,4.0,0.08899999999994179,1689.0513297857092,False
17:46:49.207,30.49,-45.31,5.0,64009.207,145.74,-49.67,-1.0,0.6920000000027358,222.50701837149833,False
17:46:49.927,17.58,2.77,46.0,64009.927,-12.91,48.080000000000005,41.0,0.7200000000011642,89.5736913414291,False
17:46:50.039,28.79,-16.61,5.0,64010.039,11.21,-19.38,-41.0,0.11199999999371357,417.0941313049358,False
17:46:50.675,29.04,-8.53,32.0,64010.675,0.25,8.08,27.0,0.636000000005879,44.31477346827897,False
17:46:50.789,44.37,-16.69,4.0,64010.789,15.329999999999998,-8.160000000000002,-28.0,0.11399999999412103,289.02071152810225,False
17:46:51.149,-59.08,6.93,-1.0,64011.149,-103.44999999999999,23.62,-5.0,0.3600000000005821,295.0832548867069,False
17:46:51.483,42.82,-19.62,3.0,64011.483,101.9,-26.55,4.0,0.33400000000256114,315.5028464938152,False
17:46:51.570,30.01,-6.96,54.0,64011.57,-12.809999999999999,12.66,51.0,0.08699999999953434,621.6862688597831,False
17:46:51.659,-146.82,0.18,6.0,64011.659,-176.82999999999998,7.14,-48.0,0.08899999999994179,2060.3147622599836,False
17:46:52.292,34.15,-39.99,5.0,64012.292,180.97,-40.17,-1.0,0.6330000000016298,292.8552469608692,False
17:46:52.386,31.84,-11.88,9.0,64012.386,-2.3099999999999987,28.11,4.0,0.09399999999732245,303.05301056434513,False
17:46:53.075,30.91,-36.76,7.0,64013.075,-0.9299999999999997,-24.879999999999995,-2.0,0.6889999999984866,36.25192444599191,False
17:46:53.164,-40.46,5.06,87.0,64013.164,-71.37,41.82,80.0,0.08899999999994179,1292.993818048092,False
17:46:53.825,35.59,-37.94,1.0,64013.825,76.05000000000001,-43.0,-86.0,0.6610000000000582,185.46323864535208,False
17:46:53.999,0.03,-5.47,-22.0,64013.999,-35.56,32.47,-23.0,0.17400000000634464,306.6949324692793,False
17:46:54.240,-34.4,8.52,10.0,64014.24,-34.43,13.989999999999998,32.0,0.24099999999452848,203.49492813561378,False
17:46:54.750,14.2,-3.11,-2.0,64014.75,48.599999999999994,-11.629999999999999,-12.0,0.5100000000020373,100.7701390043278,False
17:46:55.115,-1.96,0.97,74.0,64015.115,-16.16,4.08,76.0,0.36499999999796273,213.16744660769643,False
17:46:55.499,42.95,2.48,-20.0,64015.499,44.910000000000004,1.51,-94.0,0.3840000000054715,271.32352723706794,False
17:46:56.099,-79.82,4.74,11.0,64016.099,-122.77,2.2600000000000002,31.0,0.5999999999985448,211.0725290041698,False
17:46:56.673,1.44,-14.67,64.0,64016.673,81.25999999999999,-19.41,53.0,0.5740000000005239,172.36768367588817,False
17:46:56.910,28.58,0.99,100.0,64016.91,27.139999999999997,15.66,36.0,0.23700000000098953,201.37747789585512,False
17:46:56.974,22.64,-1.79,12.0,64016.974,-5.939999999999998,-2.7800000000000002,-88.0,0.0639999999984866,1378.8132493751325,False
17:46:58.050,-77.0,5.49,64.0,64018.05,-99.64,7.28,52.0,1.0760000000009313,104.67311667029198,False
17:46:58.409,-112.84,0.09,1.0,64018.409,-35.84,-5.4,-63.0,0.35899999999674037,202.45668033682753,False
17:46:58.473,37.84,-39.57,1.0,64018.473,150.68,-39.660000000000004,0.0,0.0639999999984866,2434.5624326686643,False
17:46:59.255,30.96,-43.74,1.0,64019.255,-6.880000000000003,-4.170000000000002,0.0,0.7819999999992433,10.287825116857551,False
17:47:00.036,-60.66,8.86,75.0,64020.036,-91.62,52.6,74.0,0.7810000000026776,165.15292537696632,False
17:47:00.038,23.8,-23.03,9.0,64020.038,84.46,-31.89,-66.0,0.0020000000004074536,55916.150830739854,False
17:47:01.618,17.82,-0.81,-1.0,64021.618,-5.98,22.220000000000002,-10.0,1.5800000000017462,15.879503406101042,False
17:47:02.042,-50.5,3.11,71.0,64022.042,-68.32,3.92,72.0,0.4239999999990687,234.27527752756683,False
17:47:02.042,65.61,-3.8,58.0,64022.042,116.11,-6.91,-13.0,0.0,inf,True
17:47:02.257,-24.59,9.02,-2.0,64022.257,-90.2,12.82,-60.0,0.21499999999650754,507.3903241662967,False
17:47:03.391,19.02,-51.65,8.0,64023.391,43.61,-60.67,10.0,1.1340000000054715,66.47580177703486,False
17:47:03.877,-13.63,7.45,-1.0,64023.877,-32.65,59.1,-9.0,0.4859999999971478,140.157028725668,False
17:47:04.171,-165.5,3.44,3.0,64024.171,-151.87,-4.01,4.0,0.294000000001688,516.9237424298668,False
17:47:05.075,34.23,-35.24,8.0,64025.075,199.73,-38.68,5.0,0.9039999999949941,225.1132430661258,False
17:47:05.255,35.58,2.57,-17.0,64025.255,1.3500000000000014,37.81,-25.0,0.18000000000029104,251.93195485356352,False
17:47:05.376,0.97,-1.15,-15.0,64025.376,-34.61,-3.7199999999999998,2.0,0.12099999999918509,288.1549876491252,False
17:47:06.420,-6.93,-17.68,6.0,64026.42,-7.8999999999999995,-16.53,21.0,1.044000000001688,26.693924405746802,False
17:47:06.750,-108.33,2.22,1.0,64026.75,-101.4,19.9,-5.0,0.33000000000174623,313.50048293375,False
17:47:07.203,-148.54,1.73,4.0,64027.203,-40.209999999999994,-0.4900000000000002,3.0,0.4530000000013388,89.01707360915016,False
17:47:07.503,-78.35,7.73,11.0,64027.503,70.19,6.0,7.0,0.2999999999956344,235.97636652253166,False
17:47:08.309,-5.24,9.12,127.0,64028.309,73.11,1.3899999999999988,116.0,0.8060000000041327,170.12909027281037,False
17:47:08.405,15.86,-2.79,-2.0,64028.405,21.1,-11.91,-129.0,0.0959999999977299,1367.2468479505706,False
17:47:09.091,39.78,-32.28,1.0,64029.091,23.92,-29.490000000000002,3.0,0.6860000000015134,55.52436801730909,False
17:47:09.870,32.56,-47.99,1.0,64029.87,-7.219999999999999,-15.71,0.0,0.7790000000022701,22.194691325642765,False
17:47:10.349,-72.41,6.65,27.0,64030.349,-104.97,54.64,26.0,0.4789999999993597,252.94781013903716,False
17:47:10.654,33.3,-45.71,1.0,64030.654,105.71,-52.36,-26.0,0.30500000000029104,396.05924568785963,False
17:47:11.975,30.11,-27.81,3.0,64031.975,-3.1899999999999977,17.900000000000002,2.0,1.3209999999962747,13.84685453200612,False
17:47:12.124,-117.64,0.3,1.0,64032.124,-147.75,28.11,-2.0,0.14900000000488944,1009.4868809581836,False
17:47:12.810,8.04,-13.59,29.0,64032.81,125.68,-13.89,28.0,0.6859999999942374,188.78757967811288,False
17:47:12.930,48.24,-3.73,11.0,64032.93,40.2,9.86,-18.0,0.12000000000261934,376.13343523932417,False
17:47:13.116,31.83,-8.12,-1.0,64033.116,-16.410000000000004,-4.389999999999999,-12.0,0.1860000000015134,111.81764323729116,False
17:47:13.865,-42.14,9.28,-1.0,64033.865,-73.97,17.4,0.0,0.7489999999961583,101.45387514942456,False
17:47:14.526,37.44,-39.15,1.0,64034.526,79.58,-48.43,2.0,0.6610000000000582,140.967652767884,False
17:47:15.209,52.6,5.94,-10.0,64035.209,15.160000000000004,45.089999999999996,-11.0,0.6830000000045402,71.48688655847096,False
17:47:16.893,-4.52,-5.8,-1.0,64036.893,-57.120000000000005,-11.74,9.0,1.68399999999383,35.038256272684094,False
17:47:17.551,47.4,-3.92,-2.0,64037.551,51.92,1.88,-1.0,0.658000000003085,78.97211068750428,False
17:47:18.120,18.63,-13.58,3.0,64038.12,-28.77,-9.66,5.0,0.5690000000031432,54.05549438007607,False
17:47:18.330,-18.1,15.09,4.0,64038.33,-36.730000000000004,28.67,1.0,0.20999999999912689,221.93039909220613,False
17:47:18.419,43.01,-28.74,5.0,64038.419,61.11,-43.83,1.0,0.08899999999994179,845.0529603197413,False
17:47:19.113,74.9,0.46,40.0,64039.113,31.890000000000008,29.2,35.0,0.6939999999958673,80.15740319370228,False
17:47:19.234,23.42,-11.81,5.0,64039.234,-51.480000000000004,-12.270000000000001,-35.0,0.12099999999918509,524.3697971644457,False
17:47:19.923,54.2,-5.76,20.0,64039.923,30.78,6.050000000000001,15.0,0.6890000000057626,50.46565173011597,False
17:47:20.011,27.84,-9.86,34.0,64040.011,-26.360000000000003,-4.1,14.0,0.08799999999610009,342.3566992400191,False
17:47:20.700,46.1,-19.24,1.0,64040.7,18.26,-9.379999999999999,-33.0,0.6889999999984866,56.40641415037316,False
17:47:20.789,30.8,-2.68,34.0,64040.789,-15.3,16.56,33.0,0.08899999999994179,449.06214604325623,False
17:47:21.570,13.16,-6.45,4.0,64041.57,-17.64,-3.77,-30.0,0.7810000000026776,44.82133656736494,False
17:47:22.442,9.91,-7.96,3.8,64042.442,-3.25,-1.5099999999999998,-0.20000000000000018,0.8720000000030268,4.11609392377586,False
17:47:23.196,-2.29,1.46,17.0,64043.196,-12.2,9.42,13.2,0.7540000000008149,26.914137884355206,False
17:47:23.975,-74.54,15.86,5.0,64043.975,-72.25,14.399999999999999,-12.0,0.7789999999949941,95.81766631497364,False
17:47:24.658,29.56,-23.62,1.0,64044.658,104.10000000000001,-39.480000000000004,-4.0,0.6830000000045402,163.11394414013378,False
17:47:25.442,9.06,-6.66,22.0,64045.442,-20.5,16.96,21.0,0.7839999999996508,43.23380549680935,False
17:47:26.159,32.48,-42.78,1.0,64046.159,23.419999999999995,-36.120000000000005,-21.0,0.716999999996915,66.80236302237722,False
17:47:26.278,40.66,5.17,64.0,64046.278,8.18,47.95,63.0,0.11899999999877764,668.8523952235621,False
17:47:26.939,32.45,-40.91,4.0,64046.939,-8.209999999999994,-46.08,-60.0,0.6610000000000582,115.12422435306033,False
17:47:27.059,-70.28,14.19,9.0,64047.059,-102.73,55.099999999999994,5.0,0.12000000000261934,972.3419215783744,False
17:47:27.723,32.04,-49.26,4.0,64047.723,102.32,-63.449999999999996,-5.0,0.6639999999970314,181.47612170742426,False
17:47:27.812,-19.13,10.62,8.0,64047.812,-51.17,59.879999999999995,4.0,0.08899999999994179,886.1446150339739,False
17:47:28.379,-150.76,6.52,4.0,64048.379,-131.63,-4.1,-4.0,0.5670000000027358,232.37137689253805,False
17:47:28.506,43.13,-33.83,5.0,64048.506,193.89,-40.349999999999994,1.0,0.12700000000040745,1559.4220239494161,False
17:47:28.590,29.31,-1.38,80.0,64048.59,-13.820000000000004,32.449999999999996,75.0,0.08399999999528518,986.659520678978,False
17:47:29.285,37.21,-48.44,4.0,64049.285,7.900000000000002,-47.059999999999995,-76.0,0.6950000000069849,129.12058655794155,False
17:47:29.432,59.97,-9.23,67.0,64049.432,22.759999999999998,39.209999999999994,63.0,0.14699999999720603,528.0086875715231,False
17:47:30.059,38.14,-45.16,3.0,64050.059,-21.83,-35.92999999999999,-64.0,0.6270000000004075,122.12692857736539,False
17:47:30.755,-81.76,1.49,-1.0,64050.755,-119.9,46.65,-4.0,0.6959999999962747,184.93914715669732,False
17:47:31.355,-76.5,1.8,-5.0,64051.355,5.260000000000005,0.31000000000000005,-4.0,0.6000000000058208,11.025689698652634,False
17:47:32.341,33.05,-46.47,4.0,64052.341,109.55,-48.269999999999996,9.0,0.9859999999971478,121.75537871491132,False
17:47:32.430,-42.31,18.61,8.0,64052.43,-75.36,65.08,4.0,0.08899999999994179,1119.6862330351987,False
17:47:33.029,-85.4,4.8,-7.0,64053.029,-43.09,-13.809999999999999,-15.0,0.5990000000019791,79.58325584679972,False
17:47:33.149,31.28,-29.15,9.0,64053.149,116.68,-33.949999999999996,16.0,0.11999999999534339,1021.3969498914875,False
17:47:33.605,23.39,-28.19,2.0,64053.605,-7.890000000000001,0.9599999999999973,-7.0,0.45600000000558794,23.226334689347414,False
17:47:33.817,32.66,-27.9,7.0,64053.817,9.269999999999996,0.2900000000000027,5.0,0.21199999999953434,49.700285407001154,False
17:47:33.903,15.62,3.93,101.0,64053.903,-17.04,31.83,94.0,0.08599999999569263,1170.8736794393542,False
17:47:34.594,36.21,-43.86,6.0,64054.594,20.590000000000003,-47.79,-95.0,0.690999999998894,156.7557146750248,False
17:47:35.129,-29.28,-7.13,1.0,64055.129,-65.49000000000001,36.73,-5.0,0.5350000000034925,140.66004893536262,False
17:47:35.256,-84.76,4.07,58.0,64055.256,-55.480000000000004,11.2,57.0,0.12700000000040745,632.4981935984978,False
17:47:35.372,25.53,-21.31,8.0,64055.372,110.29,-25.38,-50.0,0.11600000000180444,1066.6001534319744,False
17:47:35.849,26.86,-38.11,1.0,64055.849,1.3299999999999983,-16.8,-7.0,0.47699999999895226,38.2568793454994,False
17:47:36.065,42.24,-14.45,5.0,64056.065,15.380000000000003,23.66,4.0,0.21600000000034925,131.95175418327133,False
17:47:36.150,13.98,-3.04,89.0,64056.15,-28.26,11.41,84.0,0.08499999999912689,1051.268187852591,False
17:47:36.841,37.39,-42.78,5.0,64056.841,23.41,-39.74,-84.0,0.690999999998894,138.6823642852909,False
17:47:36.959,-25.56,13.1,1.0,64056.959,-62.95,55.88,-4.0,0.11800000000221189,714.1446982799956,False
17:47:37.534,-47.95,11.48,3.0,64057.534,-22.390000000000004,-1.6199999999999992,2.0,0.5749999999970896,39.19555933356646,False
17:47:37.650,31.87,-27.57,6.0,64057.65,79.82000000000001,-39.05,3.0,0.11600000000180444,766.4726340406481,False
17:47:37.776,88.0,2.16,78.0,64057.776,56.129999999999995,29.73,72.0,0.12599999999656575,762.0060200778122,False
17:47:38.375,-62.14,6.07,41.0,64058.375,-150.14,3.91,-37.0,0.5990000000019791,258.2325711486943,False
17:47:38.525,35.92,-28.88,1.0,64058.525,98.06,-34.95,-40.0,0.1500000000014552,743.4832763495741,False
17:47:38.915,29.91,-29.54,4.0,64058.915,-6.010000000000002,-0.6600000000000001,3.0,0.3899999999994179,17.306400711566887,False
17:47:39.152,48.24,-8.04,86.0,64059.152,18.330000000000002,21.5,82.0,0.23700000000098953,365.9529185154555,False
17:47:39.243,36.58,-5.4,10.0,64059.243,-11.660000000000004,2.639999999999999,-76.0,0.09100000000034925,845.4346308288879,False
17:47:39.899,-26.91,7.88,73.0,64059.899,-63.489999999999995,13.280000000000001,63.0,0.6559999999954016,137.84010399347082,False
17:47:39.990,21.3,-23.57,9.0,64059.99,48.21,-31.45,-64.0,0.09100000000034925,945.9047163391251,False
17:47:40.711,31.07,-47.82,5.0,64060.711,9.77,-24.25,-4.0,0.7210000000050059,36.68287579158189,False
17:47:40.805,-50.67,5.72,91.0,64060.805,-81.74000000000001,53.54,86.0,0.09399999999732245,1384.776213261712,False
17:47:41.490,30.04,-49.88,6.0,64061.49,80.71000000000001,-55.6,-85.0,0.6849999999976717,189.39018767739725,False
17:47:42.271,25.06,-36.58,6.0,64062.271,-4.98,13.300000000000004,0.0,0.7810000000026776,18.184090316208714,False
17:47:42.960,-10.98,4.07,21.0,64062.96,-36.04,40.65,15.0,0.6889999999984866,81.79783625001066,False
17:47:43.114,30.54,-4.97,33.0,64063.114,41.519999999999996,-9.04,12.0,0.1540000000022701,286.71842438245216,False
17:47:43.169,-160.99,2.45,6.0,64063.169,-191.53,7.42,-27.0,0.05500000000029104,3519.381862498554,False
17:47:43.740,15.56,5.65,20.0,64063.74,176.55,3.2,14.0,0.5709999999962747,310.2156231967405,False
17:47:43.860,17.17,-0.04,39.0,64063.86,1.6100000000000012,-5.69,19.0,0.12000000000261934,165.82458100494702,False
17:47:44.527,38.16,-1.23,54.0,64064.527,20.989999999999995,-1.19,15.0,0.6670000000012806,38.72004433559482,False
17:47:44.640,30.25,-3.59,74.0,64064.64,-7.909999999999997,-2.36,20.0,0.11299999999755528,191.473362934143,False
17:47:45.330,32.33,-46.39,5.0,64065.33,2.0799999999999983,-42.8,-69.0,0.6900000000023283,117.71440952375505,False
17:47:45.424,-37.64,3.8,83.0,64065.424,-69.97,50.19,78.0,0.09399999999732245,1236.005271559505,False
17:47:46.112,32.3,-45.93,3.0,64066.112,69.94,-49.73,-80.0,0.6880000000019209,170.52755539394292,False
17:47:46.500,-162.03,6.33,3.0,64066.5,-194.32999999999998,52.26,0.0,0.38799999999901047,518.6451863656915,False
17:47:46.801,-70.19,7.25,45.0,64066.801,91.84,0.9199999999999999,42.0,0.30099999999947613,335.5223831416136,False
17:47:46.890,32.45,-48.97,5.0,64066.89,102.64,-56.22,-40.0,0.08899999999994179,1389.613663241166,False
17:47:47.011,-133.1,1.61,8.0,64067.011,-165.55,50.58,3.0,0.12099999999918509,1430.8298355135505,False
17:47:47.400,8.07,2.01,-8.3,64067.4,141.17,0.3999999999999997,-16.3,0.3890000000028522,365.3174185587862,False
17:47:47.580,-71.54,9.8,32.0,64067.58,-79.61000000000001,7.790000000000001,40.3,0.18000000000029104,497.6030881460973,False
17:47:47.700,44.67,-26.96,4.0,64067.7,116.21000000000001,-36.760000000000005,-28.0,0.11999999999534339,1042.1686024428232,False
17:47:48.180,-39.16,-9.62,3.0,64068.18,-83.83,17.340000000000003,-1.0,0.4800000000032014,178.35504759621438,False
17:47:48.392,-122.57,6.55,7.0,64068.392,-83.41,16.169999999999998,4.0,0.21199999999953434,401.2123681608652,False
17:47:48.487,39.19,-39.45,8.0,64068.487,161.76,-46.0,1.0,0.09500000000116415,1770.2777721320772,False
17:47:48.870,104.41,7.74,19.0,64068.87,65.22,47.190000000000005,11.0,0.3830000000016298,212.1407029513002,False
17:47:48.990,57.04,-32.66,3.0,64068.99,-47.37,-40.4,-16.0,0.11999999999534339,535.6769406503256,False
17:47:49.265,35.31,-43.82,8.0,64069.265,-21.729999999999997,-11.160000000000004,5.0,0.2750000000014552,90.67158064742819,False
17:47:49.350,-30.26,11.75,1.0,64069.35,-65.57000000000001,55.57,-7.0,0.08499999999912689,1014.527677456679,False
17:47:49.654,27.23,13.87,84.0,64069.654,57.49,2.119999999999999,83.0,0.3040000000037253,332.19766737107426,False
17:47:50.074,35.99,-50.07,1.0,64070.074,8.760000000000002,-63.94,-83.0,0.41999999999825377,250.32927522019298,False
17:47:50.970,39.37,-40.07,1.0,64070.97,3.3799999999999955,10.0,0.0,0.8960000000006403,11.780999631933094,False
17:47:51.240,49.9,-22.33,8.0,64071.24,10.530000000000001,17.740000000000002,7.0,0.2699999999967986,80.68537857415723,False
17:47:51.599,43.87,-31.82,1.0,64071.599,-6.030000000000001,-9.490000000000002,-7.0,0.35900000000401633,36.89320139517609,False
17:47:51.750,21.88,-1.73,-2.0,64071.75,-21.99,30.09,-3.0,0.15099999999802094,247.61200622860218,False
17:47:52.410,34.21,-51.11,1.0,64072.41,12.330000000000002,-49.38,3.0,0.6600000000034925,77.24915415794962,False
17:47:52.537,-0.27,5.87,-21.0,64072.537,-34.480000000000004,56.98,-22.0,0.1269999999931315,552.2818480300356,False
17:47:53.014,-133.01,1.14,8.0,64073.014,-132.73999999999998,-4.73,29.0,0.4770000000062282,285.0172517573,False
17:47:53.189,33.07,-44.86,1.0,64073.189,166.07999999999998,-46.0,-7.0,0.17499999999563443,985.5704475009578,False
17:47:53.580,-98.51,4.93,66.0,64073.58,-131.58,49.79,65.0,0.39100000000325963,396.35624031856867,False
17:47:53.880,-99.1,0.23,12.0,64073.88,-0.5899999999999892,-4.699999999999999,-54.0,0.2999999999956344,180.69120682305612,False
17:47:54.810,29.74,-43.47,1.0,64074.81,128.84,-43.699999999999996,-11.0,0.930000000000291,146.76704697236926,False
17:47:55.565,34.25,-46.01,1.0,64075.565,4.510000000000002,-2.539999999999999,0.0,0.7550000000046566,6.855721771750699,False
17:47:56.075,22.48,-34.31,2.0,64076.075,-11.77,11.699999999999996,1.0,0.5099999999947613,32.599942448092,False
17:47:56.339,31.78,-49.1,9.0,64076.339,9.3,-14.79,7.0,0.2640000000028522,71.2920751180498,False
17:47:56.763,-90.27,4.91,15.0,64076.763,-122.05,54.010000000000005,6.0,0.4239999999990687,315.09718709945173,False
17:47:56.910,14.21,-20.45,3.0,64076.91,104.47999999999999,-25.36,-12.0,0.147000000004482,735.9274098950549,False
17:47:57.064,-73.02,5.09,-1.0,64077.064,-87.22999999999999,25.54,-4.0,0.15399999999499414,590.7793671128524,False
17:47:57.185,11.39,-7.51,-1.0,64077.185,84.41,-12.6,0.0,0.12099999999918509,705.3324704466753,False
17:47:57.605,-12.46,-9.48,7.0,64077.605,-23.85,-1.9700000000000006,8.0,0.42000000000552973,60.07852948533591,False
17:47:57.810,43.03,-6.88,-2.0,64077.81,55.49,2.6000000000000005,-9.0,0.20499999999447027,274.51325590246336,False
17:47:57.992,-6.19,0.58,-18.0,64077.992,-49.22,7.46,-16.0,0.1820000000006985,287.3085276719593,False
17:47:58.739,-0.2,-1.19,-1.0,64078.739,5.99,-1.77,17.0,0.7470000000030268,24.245152844852832,False
17:47:59.494,47.04,9.2,-19.0,64079.494,47.24,10.389999999999999,-18.0,0.7549999999973807,68.3573284602859,False
17:47:59.792,-137.97,1.26,7.0,64079.792,-185.01,-7.9399999999999995,26.0,0.29800000000250293,627.5055062998321,False
